Using options:
0804A954: warning: Unable to resolve imported reference !__gmon_start__.
  at Reko.Typing.TypeCollector.VisitDeclaration (Reko.Core.Code.Declaration decl) <0x40bcc5e0 + 0x00098> in <filename unknown>:0 
  at Reko.Core.Code.Declaration.Accept (InstructionVisitor v) <0x40bc0ac0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F4250: error: An error occurred while processing the statement dwLoc10_161 = Mem0[eax_13 * 0x00000040 - eax_13 * 0x00000004 + 0x081B215C:word32].
    Not handling (ptr (struct (81B215C T_276348 t81B215C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitAssignment (Reko.Core.Code.Assignment ass) <0x40bd16b0 + 0x00084> in <filename unknown>:0 
  at Reko.Core.Code.Assignment.Accept (InstructionVisitor v) <0x40b63ea0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F426A: error: An error occurred while processing the statement dwLoc14_176 = Mem0[eax_13 * 0x00000040 - eax_13 * 0x00000004 + 0x081B2160:word32].
    Not handling (ptr (struct (81B2160 T_276356 t81B2160))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitAssignment (Reko.Core.Code.Assignment ass) <0x40bd16b0 + 0x00084> in <filename unknown>:0 
  at Reko.Core.Code.Assignment.Accept (InstructionVisitor v) <0x40b63ea0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F4295: error: An error occurred while processing the statement branch Mem0[(edx_107 << 0x00000004) - edx_107 + 0x081B214C:word32] == Mem0[0x081B2000:word32] l080F42BE.
    Not handling (ptr (struct (81B214C T_276385 t81B214C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x00c18> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitBranch (Reko.Core.Code.Branch branch) <0x40bce030 + 0x00088> in <filename unknown>:0 
  at Reko.Core.Code.Branch.Accept (InstructionVisitor v) <0x40b65010 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F440C: error: An error occurred while processing the statement dwLoc1C_596 = Mem0[eax_82 * 0x00000040 - eax_82 * 0x00000004 + 0x081B215C:word32].
    Not handling (ptr (struct (81B215C T_276465 t81B215C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitAssignment (Reko.Core.Code.Assignment ass) <0x40bd16b0 + 0x00084> in <filename unknown>:0 
  at Reko.Core.Code.Assignment.Accept (InstructionVisitor v) <0x40b63ea0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F4426: error: An error occurred while processing the statement dwLoc20_611 = Mem0[eax_82 * 0x00000040 - eax_82 * 0x00000004 + 0x081B2160:word32].
    Not handling (ptr (struct (81B2160 T_276473 t81B2160))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitAssignment (Reko.Core.Code.Assignment ass) <0x40bd16b0 + 0x00084> in <filename unknown>:0 
  at Reko.Core.Code.Assignment.Accept (InstructionVisitor v) <0x40b63ea0 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F445B: error: An error occurred while processing the statement branch Mem0[(edx_562 << 0x00000004) - edx_562 + 0x081B214C:word32] == Mem0[0x081B2000:word32] l080F4484.
    Not handling (ptr (struct (81B214C T_276515 t81B214C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x00c18> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitBranch (Reko.Core.Code.Branch branch) <0x40bce030 + 0x00088> in <filename unknown>:0 
  at Reko.Core.Code.Branch.Accept (InstructionVisitor v) <0x40b65010 + 0x00027> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F4929: error: An error occurred while processing the statement Mem115[dwArg04 * 0x00000040 - dwArg04 * 0x00000004 + 0x081B216C:word32] = dwLoc10_12.
    Not handling (ptr (struct (81B216C T_276800 t81B216C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F497E: error: An error occurred while processing the statement Mem133[eax_126 * 0x00000040 - eax_126 * 0x00000004 + 0x081B216C:word32] = 0xFFFFFFFF.
    Not handling (ptr (struct (81B216C T_276828 t81B216C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F499C: error: An error occurred while processing the statement Mem141[dwArg04 * 0x00000040 - dwArg04 * 0x00000004 + 0x081B216C:word32] = dwLoc10_12.
    Not handling (ptr (struct (81B216C T_276836 t81B216C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitStore (Reko.Core.Code.Store store) <0x40bcffb0 + 0x000e8> in <filename unknown>:0 
  at Reko.Core.Code.Store.Accept (InstructionVisitor v) <0x40b64000 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F49F5: error: An error occurred while processing the statement fprintf(TraceFP(), 0x0817CC00, dwLoc10_12, dwArg04, Mem0[dwArg04 * 0x00000040 - dwArg04 * 0x00000004 + 0x081B2140:word32]).
    Not handling (ptr (struct (81B2140 T_276859 t81B2140))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitBinaryExpression (Reko.Core.Expressions.BinaryExpression binExp, Reko.Core.Types.TypeVariable tv) <0x40bce180 + 0x001b3> in <filename unknown>:0 
  at Reko.Core.Expressions.BinaryExpression.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bce0d0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.Expression basePointer, Reko.Core.Types.TypeVariable tvAccess, Reko.Core.Expressions.Expression effectiveAddress, Reko.Core.Expressions.Expression globals) <0x40bcca40 + 0x004a1> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitMemoryAccess (Reko.Core.Expressions.MemoryAccess access, Reko.Core.Types.TypeVariable tv) <0x40bcc9f0 + 0x00033> in <filename unknown>:0 
  at Reko.Core.Expressions.MemoryAccess.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcc9a0 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.ExpressionTypeDescender.VisitApplication (Reko.Core.Expressions.Application appl, Reko.Core.Types.TypeVariable tv) <0x40bcf090 + 0x000ef> in <filename unknown>:0 
  at Reko.Core.Expressions.Application.Accept[T,C] (ExpressionVisitor`2 v, Reko.Core.Expressions.C context) <0x40bcf040 + 0x00031> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.VisitSideEffect (Reko.Core.Code.SideEffect side) <0x40bcef80 + 0x0007c> in <filename unknown>:0 
  at Reko.Core.Code.SideEffect.Accept (InstructionVisitor v) <0x40b65d90 + 0x0002a> in <filename unknown>:0 
  at Reko.Typing.TypeCollector.CollectTypes () <0x40bcb300 + 0x00289> in <filename unknown>:0 
080F4B02: error: An error occurred while processing the statement dwLoc1C_238 = Mem0[eax_73 * 0x00000040 - eax_73 * 0x00000004 + 0x081B215C:word32].
    Not handling (ptr (struct (81B215C T_276906 t81B215C))) and (union (ui32 u0) (ptr32 u1)) yet
      at Reko.Typing.ExpressionTypeDescender.PushSubtrahendDataType (Reko.Core.Types.DataType dtDiff, Reko.Core.Types.DataType dtMin) <0x40bd13b0 + 0x0017b> in <filename unknown>:0 
